Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA,Expiration,Certification Body,Certification Address,Certification Contact
Uganda,Bugisu Shamba,8515,Kyagalanyi Coffee Limited,,Kyagalanyi Coffee Limited,1700,Mbale,Kyagalanyi Coffee-Mbale Washing Stations,320,60 kg,"Ministry of Agriculture, Animal Industry, and Fisheries (MAAIF)",2024 / 2025,"April 17th, 2025",Awori Patricia,SL14,Completed,Washed / Wet,7.75,7.67,7.5,7.33,7.58,7.58,10.0,10.0,10.0,7.5,0.0,82.92,11.5 %,0 full defects,0,Green,5 full defects,,"April 17th, 2026","Ministry of Agriculture, Animal Industry, and Fisheries (MAAIF)","Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Brenda Kamara Kemigisha Mangeni - 256773040119
Colombia,VARIOS,3-01-16596,ALMACAFE BELLO ANTIOQUIA,3-01-16596,Federación de cafeteros de Colombia,1120 A 2060,ANTIOQUIA,VARIOS,375,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,"September 4th, 2025",Camilo Mosquera,CASTILLA COLOMBIA,Completed,Washed / Wet,7.67,7.58,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.58,0.0,82.92,10.9 %,0 full defects,0,Green,3 full defects,,"September 4th, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
Colombia,N / A,3-0068-00474,Popayán,3-0068-00474,ECOM COLOMBIA,1800,Huila,N / A,770,25 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,"June 2nd, 2025",Raúl Vargas,Caturra,Completed,Washed / Wet,7.58,7.5,7.5,7.75,7.42,7.5,10.0,10.0,10.0,7.58,0.0,82.83,11.8 %,1 full defects,0,Green,2 full defects,,"June 2nd, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
Indonesia,SAHAT MANIK,3 tons,dry mill,,WARUNG KOPI SYNERGY,1550,Samosir,OLIVER DOHAR A.SIMBOLON,1,2 kg,5758 Coffee Lab,2020 / 2021,"May 29th, 2025",OLIVER DOHAR A.SIMBOLON,Sumatra,Completed,Washed / Wet,7.5,7.67,7.33,7.58,7.58,7.58,10.0,10.0,10.0,7.58,0.0,82.83,13.1 %,0 full defects,2,Green,3 full defects,,"May 29th, 2026",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
Nicaragua,La Estrella,S84367- P06654,UCCEI R.L,017-279-452,Panamerican Coffee Trading,1100,JINOTEGA,UCCEI R.L,600,30 kg,Specialty Coffee Association of Costa Rica,2024 / 2025,"August 11th, 2025",Rodrigo Soto,Parainema,Completed,Washed / Wet,7.67,7.58,7.42,7.5,7.58,7.5,10.0,10.0,10.0,7.58,0.0,82.83,10.8 %,0 full defects,1,Green,2 full defects,,"August 11th, 2026",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685
Ethiopia,Biru Bekele,2520-0608,wet mill,010/1204/0035,Descafeinadores Mexicano SA. de CV,1800,sidamo,KEFFA COFFEE LLC,302,60 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad,2024 / 2025,"September 10th, 2025",Descafeinadores Mexicanos S.A de C.V,Ethiopian Heirlooms,Completed,Washed / Wet,7.75,7.75,7.33,7.58,7.42,7.5,10.0,10.0,10.0,7.5,0.0,82.83,11.3 %,0 full defects,19,Blue-Green,5 full defects,,"September 10th, 2026",Asociación Mexicana De Cafés y Cafeterías De Especialidad,Liverpool 91 Col. Juárez,ING. Arturo Hernández Fujigaki - +52 (55) 56984710
Taiwan,COFEE BERRIES MANOR,C203,"Chiayi Agricultural Experiment Branch, TARI",,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Pulped natural / honey,7.58,7.5,7.58,7.5,7.58,7.5,10.0,10.0,10.0,7.5,0.0,82.75,12 %,0 full defects,0,Yellowish,4 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Indonesia,ABDULLAH SITANGGANG,3 tons,dry mill,,WARUNG KOPI SYNERGY,1600,Samosir,OLIVER DOHAR A.SIMBOLON,1,2 kg,5758 Coffee Lab,2024 / 2025,"May 29th, 2025",OLIVER DOHAR A.SIMBOLON,Sumatra,Completed,Washed / Wet,7.58,7.67,7.42,7.58,7.33,7.5,10.0,10.0,10.0,7.67,0.0,82.75,13 %,0 full defects,0,Green,4 full defects,,"May 29th, 2026",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
Taiwan,鄭美珠的黃波旁咖啡莊園Meizhu Zheng's Huang Bourbon Coffee Estate,2025花蓮縣第九屆精品咖啡評鑑批次,鄭美珠的黃波旁咖啡莊園Meizhu Zheng's Huang Bourbon Coffee Estate,,Taiwan Coffee Laboratory,200-300,"Ruisui Township, Hualien County","鄭美珠JHENG,MEI-JHU",1,6 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2025,"September 17th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Yellow Bourbon,Completed,Washed / Wet,7.58,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,7.58,0.0,82.67,11.3 %,0 full defects,1,GREENISH,1 full defects,,"September 17th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
El Salvador,Agua Caliente,1-48,J J Borja Nathan S.A,9/392/75,Instituto Salvadoreño del Café,1200,Apaneca - Ilamatepec,J J Borja Nathan S.A,600,30 kg,Instituto Salvadoreño del Café,2024 / 2025,"April 30th, 2025",Carlos Roberto Guillen Castro,Bourbon,Completed,Washed / Wet,7.75,7.58,7.33,7.58,7.58,7.33,10.0,10.0,10.0,7.5,0.0,82.67,11.6 %,0 full defects,0,Blue-Green,2 full defects,,"April 30th, 2026",Instituto Salvadoreño del Café,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Carlos Guillen - (503) 2505-6600
Taiwan,雨怪有機農場,C117,雨怪有機農場,,Taiwan Coffee Laboratory,100,"宜蘭員山, Yuanshan, Yilan",程朝棟,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 18th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"""Typica 60% SL34 40%""",Completed,Pulped natural / honey,7.75,7.5,7.5,7.58,7.33,7.5,10.0,10.0,10.0,7.5,0.0,82.67,11.8 %,0 full defects,0,greenish,8 full defects,,"September 18th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Taiwan,臥雲龍頂,C13,臥雲龍頂,,Taiwan Coffee Laboratory,1350,嘉義/番路鄉,鄧朝升,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.58,7.67,7.5,7.5,7.5,7.42,10.0,10.0,10.0,7.5,0.0,82.67,10.1 %,0 full defects,0,Green,0 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Colombia,several farms in Antioquia,3/63/00409,Dry mill in Antioquia,,Marubeni Corporation,1800,Antioquia,Expo cafe,275,70 kg,Coffee Quality Union,2023 / 2024,"February 7th, 2025",Ikuto Uehara,Caturra,Completed,Washed / Wet,7.67,7.58,7.5,7.58,7.33,7.5,10.0,10.0,10.0,7.5,0.0,82.67,11.8 %,0 full defects,1,Green,2 full defects,,"February 7th, 2026",Coffee Quality Union,3-24-9 Saiwai Otaru Hokkaido,Sakiko Kabeyama -
Indonesia,Pulu - Pulu Maria Sina,Pulu-Pulu Washed,Inovasi Kopi,,PT INOVASI KOPI NUSANTARA,1900-2100,"Pulu - Pulu, Toraja Utara",Inovasi Kopi,3,50 kg,5758 Coffee Lab,2024,"February 5th, 2025",Thomas Pangaribuan,Typica,Completed,Washed / Wet,7.5,7.58,7.58,7.42,7.58,7.42,10.0,10.0,10.0,7.58,0.0,82.67,11.9 %,0 full defects,3,Green,3 full defects,,"February 5th, 2026",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
Colombia,Asobombo,3-0104-00023,Trilladora Cafecai,3-0104-00023 Excelso Orgánico JAS,Cafe Colsuaves,1700,Huila Sur,Grupo Asociativo El Bombo Pitalito-Inzá,600,30 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2025,"May 8th, 2025",pablo velosa,Caturra,Completed,Washed / Wet,7.75,7.67,7.33,7.5,7.42,7.58,10.0,10.0,10.0,7.42,0.0,82.67,12 %,0 full defects,0,Green,1 full defects,,"May 8th, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
Nicaragua,PRODECOOP,017/062/163,PRODECOOP,017/062/163,"NIPPON COFFEE TRADING CO.,LTD.",1800,Departamento de Nueva Segovia,PRODECOOP,300,30 kg,Coffee Quality Union,2024,"March 7th, 2025",Yukinobu Ueda,Bourbon,Completed,Washed / Wet,7.58,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,0.0,82.67,11.4 %,0 full defects,0,Green,1 full defects,,"March 7th, 2026",Coffee Quality Union,3-24-9 Saiwai Otaru Hokkaido,Sakiko Kabeyama -
Kenya,MUGAYA,MUGAYA. AA,KIRINYAGA UNION,,Rockbern Coffee Group Ltd,1620,KIRINYAGA,MUTIRA COOPERATIVE,59,60 kg,Kenya Coffee Traders Association,2024 / 2025,"March 25th, 2025",Rockbern Coffee Group Ltd,SL28,Completed,Washed / Wet,8.0,8.0,8.0,8.0,7.92,8.0,10.0,10.0,6.67,8.08,0.0,82.67,11 %,0 full defects,0,Green,3 full defects,,"March 25th, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
Taiwan,COFEE BERRIES MANOR,C214,COFEE BERRIES MANOR,,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Bourbon,Completed,Pulped natural / honey,7.58,7.58,7.58,7.5,7.42,7.42,10.0,10.0,10.0,7.5,0.0,82.58,10.2 %,0 full defects,0,greenish,1 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Costa Rica,"Cafetalera Tirra, S.A - Hacienda Candelaria",11,"Cafetalera Tirra, S.A",,"Cafetalera Tirra, S.A",1220,Palmares - Alajuela,"Cafetalera Tirra, S.A",1,1 kg,Specialty Coffee Association of Costa Rica,2024 / 2025,"February 20th, 2025",Laurence Aeberhard,Caturra,Completed,Pulped natural / honey,7.58,7.58,7.5,7.42,7.5,7.5,10.0,10.0,10.0,7.5,0.0,82.58,10.5 %,0 full defects,9,Yellowish,1 full defects,,"February 20th, 2026",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685
Taiwan,八芒星馬耀生態園區Eight-Pointed Star Mayaw Eco-Park,2025花蓮縣第九屆精品咖啡評鑑批次,八芒星馬耀生態園區Eight-Pointed Star Mayaw Eco-Park,,Taiwan Coffee Laboratory,380,"Fenglin Township, Hualien County","馬耀福佑MA YAO,FU-YOU",1,6 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 12th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,arabica,Completed,Pulped natural / honey,7.67,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,0.0,82.5,9.6 %,0 full defects,0,GREENISH,1 full defects,,"September 12th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Mexico,Finca Custepec,350,Exportadora de Café California,016-2028-0350,Exportadora Café California,985,La Concordia,Armando Luis Pohlenz,600,18000 kg,Centro Agroecológico del Café A.C.,2024 / 2025,"May 19th, 2025",ANDREAS KUSSMAUL,Typica,Completed,Washed / Wet,7.5,7.5,7.33,7.58,7.58,7.5,10.0,10.0,10.0,7.5,0.0,82.5,11.2 %,0 full defects,0,Green,2 full defects,,"May 19th, 2026",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092
Colombia,VARIOS,3-01-17558,"ALMACAFE ARMENIA, QUINDIO",3-01-17558,Federación de cafeteros de Colombia,1100 a 1800,QUINDIO,VARIOS,375,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,"October 13th, 2025",Camilo Mosquera,,Completed,Washed / Wet,7.58,7.67,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.5,0.0,82.42,9.9 %,0 full defects,0,Green,4 full defects,,"October 13th, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
Guatemala,Los Quequezques,11/183/11,"Beneficio Santa Rita, S.A",11/183/11,Asociación Nacional del Cafe,1600-1800,San Juan Sacatepéquez,"Agroindustrial Magna, S.A",115,30 kg,Asociacion Nacional Del Café,2024 / 2025,"June 26th, 2025",Evelin Isabel Hernández Paxtor,Sarchimor,Completed,Washed / Wet,7.75,7.83,7.67,7.83,7.83,7.75,9.33,9.33,10.0,7.75,-0.67,82.42,11.4 %,0 full defects,4,Green,9 full defects,,"June 26th, 2026",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080
Taiwan,COFEE BERRIES MANOR,C208,"Chiayi Agricultural Experiment Branch, TARI",,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.5,7.42,7.42,7.5,7.58,7.5,10.0,10.0,10.0,7.42,0.0,82.33,9.5 %,0 full defects,0,Green,2 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Taiwan,COFEE BERRIES MANOR,C215,COFEE BERRIES MANOR,,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Bourbon,Completed,Natural / Dry,7.58,7.5,7.5,7.5,7.42,7.42,10.0,10.0,10.0,7.42,0.0,82.33,12.1 %,0 full defects,1,Yellowish,9 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Taiwan,泥妲咖啡,A09,泥妲咖啡,,Taiwan Coffee Laboratory,300-500,花蓮縣秀林鄉,戴豐秋,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.67,7.42,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.42,0.0,82.33,11.7 %,0 full defects,0,greenish,0 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Sri Lanka,Beramana Union,Beramana South,Helanta Mills,,Dickwells Coffee,1150,Kothmale Valley,Tharanga Ranjith,20,600 kg,SOCOF Lab,2024 / 2025,"June 2nd, 2025",Dave O'Connor,"S9, HDT, Catimor",Completed,Anaerobic Natural 90hrs,7.58,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,0.0,82.25,10.5 %,0 full defects,0,Green,1 full defects,,"June 2nd, 2026",SOCOF Lab,"(Ministry of Roasters)199 Chang Moi , Mueng Chiang Mai, 53000 Thailand",Anuwat Kobnampetch - whatsapp +66 925524446
Indonesia,MANTUA SINAGA,-,dry mill,,WARUNG KOPI SYNERGY,1680,Samosir,OLIVER DOHAR A.SIMBOLON,1,2 kg,5758 Coffee Lab,2024 / 2025,"June 25th, 2025",OLIVER DOHAR A.SIMBOLON,Sumatra,Completed,Washed / Wet,7.58,7.58,7.33,7.42,7.33,7.5,10.0,10.0,10.0,7.42,0.0,82.17,14.4 %,0 full defects,1,Green,5 full defects,,"June 25th, 2026",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
Vietnam,Apollo Estate,Apollo CD washed 2024,Dry mill,,Công Ty TNHH APOLLO,>1000,Dalat,"Yeh, Li Chuan",1,2 kg,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2024 / 2025,"March 5th, 2025","Sunvirtue Co., Ltd",Catimor,Completed,Washed / Wet,7.5,7.42,7.33,7.5,7.42,7.5,10.0,10.0,10.0,7.5,0.0,82.17,11.6 %,0 full defects,0,Green,1 full defects,,"March 5th, 2026",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708"
Taiwan,卓武山咖啡,C11,卓武山咖啡,,Taiwan Coffee Laboratory,1200,嘉義/阿里山鄉,許峻榮,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.58,7.58,7.33,7.5,7.33,7.42,10.0,10.0,10.0,7.42,0.0,82.17,11.1 %,0 full defects,0,Pale Yellow,0 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Indonesia,Gandasil,Gandasil Natural,Inovasi Kopi,,PT INOVASI KOPI NUSANTARA,1600,"Gandang Batu Sillanan, Tana Toraja",Inovasi Kopi,1,50 kg,5758 Coffee Lab,2024,"February 5th, 2025",Thomas Pangaribuan,Sulawesi,Completed,Natural / Dry,7.67,7.5,7.33,7.5,7.33,7.42,10.0,10.0,10.0,7.42,0.0,82.17,12.2 %,0 full defects,2,Green,2 full defects,,"February 5th, 2026",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
Colombia,VARIOS,3-01-13645,ALMACAFE PEREIRA,3-01-13645,Federación de cafeteros de Colombia,1100 a 1800,RISARALDA,VARIOS,375,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2020 / 2021,"May 27th, 2025",Camilo Mosquera,,Completed,Washed / Wet,7.5,7.5,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.5,0.0,82.08,10.2 %,5 full defects,18,Green,16 full defects,,"May 27th, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
Taiwan,曙光的故鄉The Land of Dawn,2025花蓮縣第九屆精品咖啡評鑑批次,曙光的故鄉The Land of Dawn,,Taiwan Coffee Laboratory,230,"Ruisui Township, Hualien County","王登飛WANG,DENG-FEI",1,6 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"September 12th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.58,7.42,7.33,7.33,7.42,7.5,10.0,10.0,10.0,7.5,0.0,82.08,12.9 %,0 full defects,0,Blue-Green,0 full defects,,"September 12th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Indonesia,BCE Cimenyan,Mekarmanik Natural,Inovasi Kopi,,PT INOVASI KOPI NUSANTARA,1180,"Mekarmanik, Jawa Barat",Inovasi Kopi,4,50 kg,5758 Coffee Lab,2024,"February 4th, 2025",Thomas Pangaribuan,Sumatra Lintong,Completed,Natural / Dry,7.42,7.58,7.33,7.58,7.5,7.33,10.0,10.0,10.0,7.33,0.0,82.08,12.2 %,0 full defects,0,Pale Yellow,5 full defects,,"February 4th, 2026",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
Vietnam,ThyThy Farm,Starmaya,Hulling Facility,,ThyThy Farm,1550,"Tram Hanh, Da Lat City",ThyThy Farm,1,60 kg,STONE VILLAGE LAB VIETNAM,2024 / 2025,"May 19th, 2025",ta anh,Starmaya,Completed,Natural / Dry,7.67,7.58,7.17,7.58,7.42,7.25,10.0,10.0,10.0,7.33,0.0,82.0,12.5 %,0 full defects,1,Green,1 full defects,,"May 19th, 2026",STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189
Vietnam,Khang Roastery,1,Dry mill,,Khang Roastery,1450,"Núi Min, xã Trạm Hành, Thành phố Đà Lạt, tỉnh Lâm Đồng",Huỳnh Nguyễn Trà My,1,2 kg,HQJ Coffee School,2025 / 2026,"April 7th, 2025",Huynh Nguyen Tra My,Catimor,Completed,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,0.0,82.0,12 %,0 full defects,0,Green,1 full defects,,"April 7th, 2026",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
Taiwan,COFEE BERRIES MANOR,C212,COFEE BERRIES MANOR,,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.67,7.5,7.42,7.25,7.5,7.25,10.0,10.0,10.0,7.33,0.0,81.92,10.5 %,10 full defects,0,Brownish,2 full defects,,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
Vietnam,Apollo Estate,Apollo honey 2024,Dry mill,,Công Ty TNHH APOLLO,>1000,Dalat,"Yeh, Li Chuan",1,2 kg,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2024 / 2025,"March 5th, 2025","Sunvirtue Co., Ltd",Catimor,Completed,Pulped natural / honey,7.5,7.42,7.33,7.5,7.33,7.33,10.0,10.0,10.0,7.5,0.0,81.92,11.1 %,0 full defects,0,Green,0 full defects,,"March 5th, 2026",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708"
Colombia,VARIOS,3-01-13645,ALMACAFE PEREIRA,3-01-13645,Federación de cafeteros de Colombia,1100 a 1800,RISARALDA,VARIOS,375,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,"May 30th, 2025",Camilo Mosquera,VARIOS,Completed,Washed / Wet,7.42,7.25,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,0.0,81.83,11.4 %,0 full defects,0,Green,2 full defects,,"May 30th, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
Thailand,weerasak family,22,Doichang and Pangkhong,,"Neo Java Co., Ltd.",1300,เชียงราย,Weerasak Sathitsapsin,10,100 kg,Specialty Coffee Institute of Thailand,2024 / 2025,"September 23rd, 2025",ShuChan (Jennifer) Lin,Catimor,Completed,Washed / Wet,7.5,7.5,7.25,7.42,7.58,7.25,10.0,10.0,10.0,7.33,0.0,81.83,10 %,0 full defects,0,Green,1 full defects,,"September 23rd, 2026",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
